Date,AMZN,GOOGL,TSLA,AAPL
2016-01-04,-1.5232767925344821,-1.1861283573428658,-0.8664341359281587,-1.1499125044624892
2016-01-05,-1.5268530012952861,-1.1830695548912935,-0.8664223103015086,-1.1618707477088217
2016-01-06,-1.5281270517782823,-1.1862893704528594,-0.8690182214483326,-1.1709753310526432
2016-01-07,-1.5557421226420838,-1.2131161421182783,-0.8710228089678501,-1.190226295274904
2016-01-08,-1.556736721864714,-1.2278832328324085,-0.8737724701790461,-1.1879161698918808
2016-01-11,-1.5447899779831502,-1.224722038548753,-0.8756351417198021,-1.1808046386085815
2016-01-12,-1.5446223072269305,-1.2067643870822236,-0.8743815322463279,-1.1743272539702847
2016-01-13,-1.5849441185578863,-1.2444798657152256,-0.8800937244073821,-1.185968423894116
2016-01-14,-1.5724385574191329,-1.2271807824336773,-0.8766226576757284,-1.176320306030807
2016-01-15,-1.5979413945459247,-1.2577688069493997,-0.8773263247562109,-1.1871461396170064
2016-01-19,-1.5931358560301372,-1.245197055178117,-0.877485987633908,-1.1892750407490003
2016-01-20,-1.5961645023213544,-1.2459580151951817,-0.8810457550243977,-1.188686200166755
2016-01-21,-1.5925324033084771,-1.23408871382263,-0.8802947769783545,-1.1909057134242638
2016-01-22,-1.5686611693299282,-1.2065887465676466,-0.8787691611740074,-1.167713985702116
2016-01-25,-1.5684935412054797,-1.2239170846583614,-0.8824176292233332,-1.1766826508576653
2016-01-26,-1.5632186268885282,-1.2236683071208678,-0.8840851610064419,-1.1741913703404128
2016-01-27,-1.583223073953618,-1.2473922824613874,-0.8873315323727834,-1.203951094826372
2016-01-28,-1.5251096176428969,-1.2024322188148622,-0.8863676761291176,-1.2009162452312316
2016-01-29,-1.5791439381876975,-1.1833329598333706,-0.8854806864586775,-1.1861949196495027
2016-02-01,-1.5927670912090592,-1.1695463518646319,-0.8820864947592099,-1.1903168728420186
2016-02-02,-1.6181470209394153,-1.1547060124680082,-0.8904596390136635,-1.199149654367696
2016-02-03,-1.641649447465115,-1.2008515658432457,-0.8959589529770953,-1.1906792522272773
2016-02-04,-1.6358492670949263,-1.2291712260527812,-0.8948649979223577,-1.1895468425671443
2016-02-05,-1.6739917849127388,-1.267618521553258,-0.9023925591175674,-1.201233318553733
2016-02-08,-1.6896712387872657,-1.2670330903911935,-0.9110318053485295,-1.196748951417558
2016-02-09,-1.6964101707597827,-1.271628663600632,-0.9108780637431179,-1.1968395635430729
2016-02-10,-1.687011442580669,-1.263096197026313,-0.9135863268020782,-1.2001009088935999
2016-02-11,-1.672103112184022,-1.2638132748296276,-0.9095653261363933,-1.2026828015363673
2016-02-12,-1.6684598436470843,-1.2630375757484027,-0.9092282703999844,-1.2013692021836049
2016-02-16,-1.6527915592966178,-1.2473045180338875,-0.9067860923996115,-1.189365652874515
2016-02-17,-1.6382632058768805,-1.226331946329536,-0.8987973148471274,-1.1826617724808315
2016-02-18,-1.6484330575338737,-1.2474947859530479,-0.8999267383228549,-1.1910869031168931
2016-02-19,-1.6373691323707937,-1.2407624950786722,-0.9000390902349911,-1.192083429147154
2016-02-22,-1.6098770115351992,-1.230605493318987,-0.8934399168624573,-1.1882785492771393
2016-02-23,-1.6172082693370873,-1.2478168121730353,-0.8937533128866054,-1.1981984344001924
2016-02-24,-1.6159789395821038,-1.242533415969449,-0.8926948431707786,-1.1918116618874104
2016-02-25,-1.6147384403030598,-1.2305029898273268,-0.8877099862614279,-1.188822083796627
2016-02-26,-1.6146490414788055,-1.236737725626715,-0.8859892306994335,-1.1881426310888672
2016-02-29,-1.6176776451382513,-1.2479192040051186,-0.885049025709068,-1.1891391571191283
2016-03-01,-1.5880397819934657,-1.2114037308458352,-0.8883486123953349,-1.1717453613275175
2016-03-02,-1.5867322229382883,-1.2153407358702926,-0.8871718779540467,-1.1707488352972564
2016-03-03,-1.5897719961217947,-1.2268881226824337,-0.8827960831119778,-1.1673516063168574
2016-03-04,-1.5923982837562098,-1.2288930820465438,-0.8796620551988121,-1.1605118422933018
2016-03-07,-1.60618906490202,-1.2543880899374171,-0.8771489318974991,-1.1656756275788365
2016-03-08,-1.6090276587571255,-1.2533197311049487,-0.8787395886484217,-1.1694805420072514
2016-03-09,-1.6099105627391517,-1.2359327717363233,-0.8751206846657211,-1.1690728565592354
2016-03-10,-1.6105140154608117,-1.2260391749187152,-0.8772139728440747,-1.168846395362249
2016-03-11,-1.5985784411033084,-1.2074522100763714,-0.8758421071040995,-1.163909071273701
2016-03-14,-1.5943763553091812,-1.199592939091617,-0.8713184750109836,-1.162731390109211
2016-03-15,-1.590297262175032,-1.1991100114212128,-0.8694321522169275,-1.1534003110100026
2016-03-16,-1.5933705865624905,-1.1891725323898545,-0.8673092999719487,-1.1471041160643352
2016-03-17,-1.6099440713113329,-1.1875333697999049,-0.864677903486214,-1.1478741463392095
2016-03-18,-1.6181693599875362,-1.1920264395176832,-0.8609170835247518,-1.147330611819722
2016-03-21,-1.6160459993582372,-1.1821474701046584,-0.8576174968384849,-1.147375883324079
2016-03-22,-1.608781801332483,-1.1852356390249743,-0.8600300938543117,-1.1437068870839362
2016-03-23,-1.5985560594234165,-1.188879872638611,-0.8669249332699791,-1.1463793918522183
2016-03-24,-1.5836701107066613,-1.1928606482172412,-0.8638677888479599,-1.1484630214798548
2016-03-28,-1.587112199915198,-1.1951437515875887,-0.8623835627368881,-1.150637228674606
2016-03-29,-1.5714774241369127,-1.176688545046072,-0.8624604377690741,-1.1393584381360335
2016-03-30,-1.5660796024235255,-1.1731028210507686,-0.8643763246297554,-1.1308427299328574
2016-03-31,-1.5717233241933264,-1.1810644838676065,-0.8626733159666966,-1.1334246225756246
2016-04-01,-1.5662919512759867,-1.171156259645415,-0.858049166047055,-1.1288949839350926
2016-04-04,-1.5722262085666716,-1.177815413496874,-0.8524907154914123,-1.1237764701539152
2016-04-05,-1.5801050714699176,-1.187401611499078,-0.8474762775975155,-1.1297103202727243
2016-04-06,-1.5622910448102603,-1.1734979842936726,-0.8415925969321143,-1.1245012289244325
2016-04-07,-1.5741931105955824,-1.185133135533314,-0.846453284761639,-1.135462946140504
2016-04-08,-1.5706504530387309,-1.1860844751291157,-0.8506694336439317,-1.134919377062616
2016-04-11,-1.5691640963350446,-1.1889091274477777,-0.8507581343027678,-1.1332887389457527
2016-04-12,-1.5610728845793373,-1.1789862758210028,-0.8519999096906314,-1.1268566258118131
2016-04-13,-1.5480532695431781,-1.1678779344655157,-0.8480321328038324,-1.1196092108986417
2016-04-14,-1.5414260754430362,-1.1627848061810897,-0.8496109639281049,-1.119337443638898
2016-04-15,-1.5356817853249207,-1.1560378879021307,-0.8480439584304824,-1.129529130580095
2016-04-18,-1.5251096176428969,-1.1447978999053936,-0.8484164910468416,-1.1402643520407798
2016-04-19,-1.533435474667415,-1.1615261794294607,-0.8522660116671398,-1.142846244683547
2016-04-20,-1.5277470748013726,-1.1634727408348144,-0.8507285617771821,-1.1418497532116862
2016-04-21,-1.5299710464107574,-1.1560378879021307,-0.8517219820874731,-1.1471041160643352
2016-04-22,-1.541705484071631,-1.217843361968967,-0.8484933491611067,-1.1484177154170976
2016-04-25,-1.5353353595519634,-1.2113452212275018,-0.849634615181405,-1.1511354916897367
2016-04-26,-1.5457510686335993,-1.2359912813546567,-0.8484992704333921,-1.1544421431030212
2016-04-27,-1.5572731574420118,-1.2417137230148971,-0.849841572106742,-1.1840206778963511
2016-04-28,-1.5623804436345148,-1.2657159540212313,-0.8520649590961674,-1.1975642877551897
2016-04-29,-1.4980198128323328,-1.2615886810776136,-0.8561746604206885,-1.202501611843738
2016-05-02,-1.4709076263418766,-1.252031737884576,-0.8555596770811212,-1.202954568796111
2016-05-03,-1.4849107137083768,-1.2607690997826386,-0.8611654386023246,-1.1959789211426837
2016-05-04,-1.4853801747730833,-1.2564809253886042,-0.8669367673555897,-1.2004632537204583
2016-05-05,-1.4985786300895225,-1.251592692427922,-0.8734590656959376,-1.2047664311640038
2016-05-06,-1.4819715941367277,-1.2362694253608941,-0.871448565363095,-1.2071218280513845
2016-05-09,-1.4754896891129137,-1.2304883624227434,-0.8750024199402597,-1.2068047547288832
2016-05-10,-1.4494280347289321,-1.215487009916126,-0.8751384231056962,-1.203951094826372
2016-05-11,-1.4380735740449682,-1.2284101543761397,-0.8749787686869596,-1.2080730480188882
2016-05-12,-1.4328209987761373,-1.232039760585193,-0.8759721889972505,-1.2179023901332269
2016-05-13,-1.4417727328339789,-1.2367816078404648,-0.8757770576985636,-1.2170870537955951
2016-05-16,-1.4409456764722546,-1.228776062809877,-0.8753749610155793,-1.2018674651987353
2016-05-17,-1.4581450382544203,-1.2435725199927508,-0.8775214645138583,-1.203634021503871
2016-05-18,-1.4557087177925743,-1.2412454227490763,-0.87367194389356,-1.1987873095408377
2016-05-19,-1.4545129818733145,-1.2507146015146138,-0.8712829981310334,-1.2004179822161012
2016-05-20,-1.4497297824056476,-1.2413479262407368,-0.8682849818422645,-1.1957977314500543
2016-05-23,-1.4564910107945144,-1.2478753217913685,-0.8706857532314413,-1.1903168728420186
2016-05-24,-1.4481651964017674,-1.2247805481670864,-0.8696864201078253,-1.1836582985110926
2016-05-25,-1.4435272860104285,-1.2173604342985629,-0.868698904151899,-1.1758673145200333
2016-05-26,-1.4361960708403116,-1.2190727339114291,-0.8654229687189322,-1.172288895847005
2016-05-27,-1.4391799537717447,-1.2034566954335806,-0.8666529269391062,-1.1725606976651493
2016-05-31,-1.427389625858798,-1.2016272649244706,-0.8665405750269699,-1.174780210922658
2016-06-01,-1.4311334627440502,-1.2021980686819518,-0.8687107382375094,-1.1811217119310826
2016-06-02,-1.421298909967725,-1.2083303009896795,-0.8690655324138934,-1.1844736348487244
2016-06-03,-1.4243163014713391,-1.2206387594784622,-0.8690477939739183,-1.183567720943978
2016-06-06,-1.422986445999812,-1.229127343839031,-0.8680484523913419,-1.1803516816562083
2016-06-07,-1.4263279242282627,-1.2276198278903314,-0.8611536129756745,-1.1785398192883154
2016-06-08,-1.4230869717163557,-1.2102914897996166,-0.8592732029949435,-1.1789474701779312
2016-06-09,-1.4219582529414583,-1.2108915483662643,-0.8629157582309442,-1.1757314308901616
2016-06-10,-1.4328433378242582,-1.224546398034176,-0.8691660502404193,-1.1794457331930617
2016-06-13,-1.4358272207556912,-1.2264635929707859,-0.8697100713611254,-1.1861949196495027
2016-06-14,-1.4312899213444383,-1.2244586336066758,-0.8714308269231199,-1.1856513505716146
2016-06-15,-1.4369224309584074,-1.2260099201095485,-0.8698105976466116,-1.187100833554249
2016-06-16,-1.4332903745773016,-1.2376304439446064,-0.8696745860222148,-1.1852436651235987
2016-06-17,-1.4457177064158608,-1.2669013320903666,-0.8711292480666614,-1.1952994684349239
2016-06-20,-1.4372018395870023,-1.2641499284541984,-0.8686279503919985,-1.1963413005279424
2016-06-21,-1.4351790473060182,-1.2601251590022409,-0.8686811657119239,-1.1926722697293992
2016-06-22,-1.4410127788801594,-1.2577981734181434,-0.8822520535323112,-1.1943029424046627
2016-06-23,-1.4281830883847983,-1.2513585422950115,-0.8824058035966831,-1.1918116618874104
2016-06-24,-1.4540211817604871,-1.2947819468432478,-0.8843276032706895,-1.2040416723934866
2016-06-27,-1.4625147095412248,-1.3007239112318152,-0.8811344556832338,-1.2102019837092823
2016-06-28,-1.4439743227634718,-1.285912826644358,-0.879218560363592,-1.2031810645514978
2016-06-29,-1.4354249473624319,-1.280161130174951,-0.8742514418942166,-1.1995120337529546
2016-06-30,-1.4354026083143112,-1.2679551751778286,-0.8730155708607175,-1.1940764812076763
2016-07-01,-1.4241598428709512,-1.258120087978554,-0.8705201859993796,-1.192762881854914
2016-07-05,-1.421455368568113,-1.265964731558725,-0.8720103249237764,-1.1968395635430729
2016-07-06,-1.4108272680022447,-1.259993400701414,-0.8717383185929035,-1.1943935545301776
2016-07-07,-1.4119895806128657,-1.2624961384596654,-0.8708513289224634,-1.1925363860995273
2016-07-08,-1.401663227723713,-1.2470996227101439,-0.8703546187673179,-1.1891844631818858
2016-07-11,-1.3927562570256558,-1.2333130147414053,-0.8656240212899046,-1.187825557766366
2016-07-12,-1.3989810924689958,-1.2255416198437277,-0.8657008878631302,-1.185832540264244
2016-07-13,-1.4052170974363964,-1.2299761799431725,-0.8669545057955648,-1.1883238207814966
2016-07-14,-1.4068151920124579,-1.2207265239059621,-0.867545820963911,-1.179626922885691
2016-07-15,-1.4132524189400304,-1.220975301443456,-0.868214028082364,-1.1796722289484485
2016-07-18,-1.412548312606513,-1.1952608824838324,-0.8647547785184,-1.1749160945525297
2016-07-19,-1.4082121498918898,-1.1949534836684284,-0.8653401893323815,-1.1747349048599005
2016-07-20,-1.4017638387037992,-1.1895823230373421,-0.8635070818582509,-1.1743272539702847
2016-07-21,-1.4032054746794727,-1.1934899615930559,-0.8681548914901531,-1.1767279569204225
2016-07-22,-1.4027249293542483,-1.1863625074757762,-0.8671082474009764,-1.1802157634679362
2016-07-25,-1.4085921695005708,-1.1889383822569441,-0.862531399987935,-1.1861949196495027
2016-07-26,-1.413084790815582,-1.1887481143377838,-0.8628270575721082,-1.189229769244643
2016-07-27,-1.4118778001087193,-1.1824256141108958,-0.8634302068260649,-1.160783644111446
2016-07-28,-1.394063773449062,-1.1767616820689886,-0.8621766058115511,-1.1544874491657786
2016-07-29,-1.387134916935747,-1.1394412550193136,-0.859704863744553,-1.1550762897480236
2016-08-01,-1.3771549898195516,-1.125391242108498,-0.862531399987935,-1.1467417366790766
2016-08-02,-1.3851568027510046,-1.1265913592417935,-0.8641930189577186,-1.1538532679623759
2016-08-03,-1.3917951663752066,-1.128347652727987,-0.865026784849273,-1.147919452401967
2016-08-04,-1.384944411266772,-1.130791769208328,-0.8621766058115511,-1.1475570730167084
2016-08-05,-1.3791219344802337,-1.1166246254012686,-0.862519574361285,-1.1402643520407798
2016-08-08,-1.3784737610305606,-1.11911262409536,-0.8648079938383254,-1.1362329764153782
2016-08-09,-1.3765179858939391,-1.1158196715108772,-0.863081325463006,-1.1342399589132564
2016-08-10,-1.3762385772653443,-1.1143415220309212,-0.865109572694784,-1.1379089551533992
2016-08-11,-1.3732435248098507,-1.1147659400829921,-0.8655471462577186,-1.1382260284759005
2016-08-12,-1.371768380261996,-1.1164489848866916,-0.8651332239480841,-1.1370936188157674
2016-08-15,-1.3763168491973095,-1.1180442652628912,-0.8651450495747343,-1.1312050747597158
2016-08-16,-1.3812900158375452,-1.1250253336747607,-0.8663158712026974,-1.1316580662704891
2016-08-17,-1.380630672863812,-1.1188345917486995,-0.866534662213645,-1.132382790482606
2016-08-18,-1.3808206400363812,-1.1227422303044132,-0.8663749993359479,-1.1330169371276086
2016-08-19,-1.3888111981802314,-1.1272792938955183,-0.8654939309377931,-1.1317486438376037
2016-08-22,-1.386386132505988,-1.131230814664982,-0.8667179678856817,-1.1355988297703759
2016-08-23,-1.3830669080621156,-1.1317577362087132,-0.8655885444099544,-1.134058769220627
2016-08-24,-1.388878300588136,-1.1361336750302478,-0.8669012820166789,-1.1377730715235272
