Date,AMZN,GOOGL,TSLA,AAPL
2016-08-25,-1.3866767106586433,-1.139499876297224,-0.8678828767003198,-1.139856701151164
2016-08-26,-1.3757468624160594,-1.1366898513831454,-0.8684564618876512,-1.142710361053675
2016-08-29,-1.3731876771895488,-1.1328846046595151,-0.871288902485398,-1.143253930131563
2016-08-30,-1.3773337874680605,-1.1385924189151722,-0.8735714260670342,-1.1469682324344632
2016-08-31,-1.3755680647675506,-1.1416219665575777,-0.8731752337384145,-1.1465152754820902
2016-09-01,-1.3739364616193077,-1.1393534905918137,-0.8798217096175488,-1.1436615810211788
2016-09-02,-1.3719024145507208,-1.1313479455612259,-0.8815897761451039,-1.1391319423806467
2016-09-06,-1.3535408254214767,-1.115029345025069,-0.8786035854829852,-1.139267860568919
2016-09-07,-1.35844697491735,-1.115073227238819,-0.8792658713291528,-1.1362782824781357
2016-09-08,-1.3589163507185142,-1.1226105836631632,-0.8818381312226767,-1.1491424741876148
2016-09-09,-1.3856485176002895,-1.1436270375812647,-0.8835470526990606,-1.1599683077738143
2016-09-12,-1.3729641161812558,-1.1284939267738203,-0.8812822844753203,-1.1495048190144732
2016-09-13,-1.38467625742578,-1.1432757565521108,-0.8826127689809805,-1.138135450908786
2016-09-14,-1.3845868159697543,-1.1407292482396862,-0.8823998907833581,-1.1208322326842897
2016-09-15,-1.3749757389381796,-1.1249668240564272,-0.8800286834608065,-1.1036195920269078
2016-09-16,-1.365107677589673,-1.129738037780443,-0.8770838909509237,-1.1065638640549338
2016-09-19,-1.3689297011433483,-1.1335139180353295,-0.8765280442035672,-1.1126335632452145
2016-09-20,-1.3632077500733535,-1.127089025976358,-0.8775332901405083,-1.1126788693079719
2016-09-21,-1.3525685652469672,-1.1194053955061805,-0.8771903300497348,-1.1127694468750864
2016-09-22,-1.335849748790026,-1.1034234485945946,-0.8764748204246815,-1.107922734912053
2016-09-23,-1.3346763519188871,-1.1048723432653837,-0.8758716711707247,-1.1165743613035015
2016-09-26,-1.342041075661185,-1.1228886160098235,-0.8749610302469845,-1.115804331028627
2016-09-27,-1.3230983302266301,-1.111063196851022,-0.8768414402277155,-1.1148531110611233
2016-09-28,-1.3090058014041044,-1.1120437912559906,-0.8765694338968426,-1.1109576190655939
2016-09-29,-1.3086370365830264,-1.1229032434144068,-0.8798631077697845,-1.1189750642536394
2016-09-30,-1.29940589389659,-1.120825035367803,-0.8778939971302173,-1.1150342661953525
2016-10-03,-1.3000428978222025,-1.126210823403473,-0.8721758921558381,-1.1174350037038907
2016-10-04,-1.3030715441134195,-1.1226837206860798,-0.8735300279147985,-1.115260761950739
2016-10-05,-1.2915271162568864,-1.1249668240564272,-0.8752744347300931,-1.1150342661953525
2016-10-06,-1.2945445077605005,-1.122259302634009,-0.8796857149110727,-1.1112293863253377
2016-10-07,-1.2970366758426486,-1.1257278957330688,-0.8822816260578967,-1.1104593560504632
2016-10-10,-1.2944886601401986,-1.1060285781849295,-0.879715278977698,-1.1014453502737565
2016-10-11,-1.3064577857016542,-1.112760869059305,-0.8802179019461684,-1.1003129406136234
2016-10-12,-1.303004526969057,-1.109541053497739,-0.8793841360546142,-1.0956021468388624
2016-10-13,-1.3083799670025522,-1.1207957805586364,-0.8801351225596178,-1.0972327849557255
2016-10-14,-1.315443028331677,-1.120034708881995,-0.8823407541911472,-1.0942885474861
2016-10-17,-1.3266298608911926,-1.1167563837020957,-0.8838486315555192,-1.0946508923129583
2016-10-18,-1.3213772856223618,-1.0953154000723464,-0.8808092340324355,-1.095013271698217
2016-10-19,-1.3213326075261203,-1.0874854955563356,-0.8781719162744153,-1.0965986383107231
2016-10-20,-1.329569065726384,-1.0951105047486027,-0.8808092340324355,-1.0968704401288671
2016-10-21,-1.319879716762844,-1.091554147222043,-0.8802238232184539,-1.098954069756504
2016-10-24,-1.2985342447021666,-1.0744599592642385,-0.878644983635221,-1.0941979353605853
2016-10-25,-1.3017863667381342,-1.0849827577980842,-0.8788933387127937,-1.091480159087946
2016-10-26,-1.3158564712489966,-1.094422681754455,-0.8789524668460442,-1.1035290144597933
2016-10-27,-1.3205838230963614,-1.1013744953571576,-0.8779058227568675,-1.1085568815570557
2016-10-28,-1.3675662518360976,-1.0981400523910083,-0.8802947769783545,-1.111999416600212
2016-10-31,-1.3524791237909415,-1.1122779413889008,-0.8816193402117292,-1.1128147529378438
2016-11-01,-1.357407612334936,-1.1187468273211993,-0.8857231371818857,-1.1221005259742947
2016-11-02,-1.3795913102813977,-1.1437148020087649,-0.8873610964394086,-1.1216475690219214
2016-11-03,-1.377948452345552,-1.1528326997451481,-0.8877158906157926,-1.1296197081472095
2016-11-04,-1.391336960098103,-1.1544279801213477,-0.8858591318883616,-1.1341040752833844
2016-11-07,-1.3579440905440048,-1.1237959617322983,-0.8842921263907393,-1.1269925094416848
2016-11-08,-1.3547924942245808,-1.109233766341912,-0.8832691335548627,-1.1240482719720593
2016-11-09,-1.372528248952273,-1.1185858142112057,-0.8861547979314952,-1.124863608309691
2016-11-10,-1.405496506064991,-1.15561346985006,-0.8889399360226415,-1.1388601751209029
2016-11-11,-1.4092626819983645,-1.168112084598426,-0.8870417791429749,-1.1359612091556344
2016-11-14,-1.4315469909249123,-1.1952316276746657,-0.8912460939396571,-1.1482818317872256
2016-11-15,-1.4045354154145422,-1.1631214598056605,-0.889874228199682,-1.1419403307788007
2016-11-16,-1.4009032737698939,-1.1560671427112974,-0.8897796147275209,-1.1288949839350926
2016-11-17,-1.3898282217145246,-1.1470224936574078,-0.8869826510097244,-1.129076173627722
2016-11-18,-1.3856261785521686,-1.1619359700769483,-0.8891350673213284,-1.1285779106125913
2016-11-21,-1.3634536501297672,-1.1490128256169345,-0.889430733364462,-1.1210133878185187
2016-11-22,-1.3574970537909614,-1.1487201658656907,-0.8854984248986526,-1.1206963144960174
2016-11-23,-1.3633195305774999,-1.1575014099775034,-0.8843335160840146,-1.1232782071387848
2016-11-25,-1.363040121948905,-1.15570123427756,-0.8822579748045966,-1.1207416205587748
2016-11-28,-1.3782390304982075,-1.1475639309461452,-0.8825713708287448,-1.121738146589036
2016-11-29,-1.3829887213936929,-1.1422220251242254,-0.8864445511613036,-1.1222364096041664
2016-11-30,-1.39634363531052,-1.1620677283777752,-0.8865450689878295,-1.1264942809849547
2016-12-01,-1.4040772091374385,-1.1789716484164194,-0.8909918345077197,-1.1311598032553587
2016-12-02,-1.4077763679264492,-1.1787813804972591,-0.8912342767719674,-1.1293026348247084
2016-12-05,-1.3865202520582551,-1.1586430174924656,-0.888082518877787,-1.1328810534977367
2016-12-06,-1.380530061883726,-1.161628682921121,-0.888644269979508,-1.129076173627722
2016-12-07,-1.3741599373640583,-1.1392509871001533,-0.8843276032706895,-1.1241841556019312
2016-12-08,-1.3776131960966553,-1.133835944255317,-0.8848361475114455,-1.1192468315133832
2016-12-09,-1.37612688202474,-1.1129365095738821,-0.884901188458021,-1.1109576190655939
2016-12-12,-1.3856708566484102,-1.1152049855396462,-0.8847533596659345,-1.1139018565352194
2016-12-13,-1.3697790965531933,-1.104316278572063,-0.8813709851341565,-1.1053408422692859
2016-12-14,-1.3759479991126888,-1.1005841688713494,-0.8810516678377227,-1.1053408422692859
2016-12-15,-1.3846874269498404,-1.1038624940512487,-0.8817080408705653,-1.1024871823667748
2016-12-16,-1.3882971442828256,-1.112365705816401,-0.8788046380539576,-1.101807729659015
2016-12-19,-1.3790995954321128,-1.1084726946652705,-0.8786627220751961,-1.0987728800638745
2016-12-20,-1.3732658638579716,-1.1045211738958067,-0.8750792949724457,-1.0973687031439978
2016-12-21,-1.3739588006674286,-1.1089117401219246,-0.8757238339196778,-1.0968704401288671
2016-12-22,-1.3787195758234319,-1.1125998559493113,-0.8752803475434181,-1.1003582466763808
2016-12-23,-1.385145633226944,-1.1153513712450565,-0.8723887703534605,-1.0993164491417626
2016-12-27,-1.3730647271613419,-1.112234059175151,-0.8687284766774847,-1.0959644916657207
2016-12-28,-1.3722489255872206,-1.120078591095745,-0.8686042991386983,-1.0982293109859866
2016-12-29,-1.3800495165585014,-1.122551962385253,-0.8715963941551815,-1.0983651946158586
2016-12-30,-1.3971259283124602,-1.1378167198339473,-0.8721818049691632,-1.1024871823667748
2017-01-03,-1.3928792070538625,-1.1150439724296524,-0.8702304412285315,-1.1009923933213832
2017-01-04,-1.388956487256559,-1.1153952534588065,-0.864317196496505,-1.1015812684620285
2017-01-05,-1.3629507657564217,-1.107711622988629,-0.8644591124752665,-1.0989087636937465
2017-01-06,-1.3455837758498077,-1.0898709907587665,-0.8631227236152417,-1.0930202196376948
2017-01-09,-1.3445444132673936,-1.0869878288217711,-0.8617804134829314,-1.0881282361703044
2017-01-10,-1.3456843868298938,-1.0887002400942145,-0.8626141793744857,-1.0875846670924165
2017-01-11,-1.342197534261573,-1.083065562861474,-0.8626969672199968,-1.084685701127148
2017-01-12,-1.3258587374133128,-1.0835484905318782,-0.8627797550655077,-1.086950520447414
2017-01-13,-1.3219472724036119,-1.0814849098898578,-0.8579545441159333,-1.0879017404149176
2017-01-17,-1.3302395782241776,-1.0865780381742838,-0.8592377261149932,-1.083553291467015
2017-01-18,-1.3327429158303863,-1.0842949348039363,-0.8575938371262243,-1.0835985975297724
2017-01-19,-1.330999532177997,-1.0911004743608057,-0.8544006810798082,-1.084549817497276
2017-01-20,-1.3317929947039977,-1.085538934150982,-0.8538271128103976,-1.083553291467015
2017-01-23,-1.3211202160418878,-1.0617417101279685,-0.851349449471114,-1.0831909120817564
2017-01-24,-1.316024099373445,-1.054277602386118,-0.8479848133793112,-1.083689175096887
2017-01-25,-1.3002887978786162,-1.0412228112848543,-0.8480676096837826,-1.0750375832638388
2017-01-26,-1.2973495930434247,-1.0433742680139517,-0.8492266056850957,-1.0747657814456948
2017-01-27,-1.3011269385008584,-1.0608636192146603,-0.8489664249808728,-1.0747205099413377
2017-01-30,-1.3071506372475687,-1.0918906891870368,-0.8503382822618875,-1.0761699929239719
2017-01-31,-1.3148618720263665,-1.09721807926395,-0.8495695657758692,-1.0774382862139769
2017-02-01,-1.304949047318076,-1.1044625526178964,-0.8511602394447125,-1.0439189533623598
2017-02-02,-1.2964555195373382,-1.100042731582612,-0.8497942696001417,-1.044915479392621
2017-02-03,-1.3297031852786512,-1.09730584369145,-0.8499243684112135,-1.0424241643169683
2017-02-06,-1.3325641181818775,-1.095125132153186,-0.8461162290252302,-1.0369433402673327
2017-02-07,-1.3271327452645378,-1.0839876476481092,-0.8462877259885377,-1.031326563471025
2017-02-08,-1.319075084712783,-1.0830363080523073,-0.8435676288439669,-1.0290164726464017
2017-02-09,-1.3172310900803077,-1.0827729031102304,-0.8393574012339596,-1.0272951878456233
2017-02-10,-1.3104139288075967,-1.0757624682296174,-0.8393396543350241,-1.028654093261143
2017-02-13,-1.3002776283545558,-1.0697472551585563,-0.8326163034237039,-1.0233544243457366
2017-02-14,-1.3004340869549438,-1.0681813412511003,-0.8323915995994313,-1.0155180997335198
2017-02-15,-1.2933822804134218,-1.0721474894251475,-0.8331130135788494,-1.0132986210344115
2017-02-16,-1.2917729310497577,-1.0650492901170343,-0.8395052300260462,-1.0140233106881282
2017-02-17,-1.2907335684673433,-1.058639025462646,-0.8375656919120646,-1.0123473665085077
2017-02-21,-1.2780269132637314,-1.0546581382244389,-0.8345144603033705,-1.0079083399934903
2017-02-22,-1.2789544953419993,-1.0515993357728666,-0.8368088010526964,-1.0060511715628402
2017-02-23,-1.2827765188956743,-1.0521262573165977,-0.8471687943866923,-1.0086783702683648
2017-02-24,-1.2905436012947742,-1.0567949675489527,-0.8465715579460608,-1.0080894951277195
2017-02-27,-1.2867439167892196,-1.0540727070623743,-0.8529401231399574,-1.006866542458872
2017-02-28,-1.290767162303067,-1.0610100049200706,-0.8507167361505321,-1.0065947060823277
2017-03-01,-1.2817819196730442,-1.0437108099789454,-0.8506990061695173,-0.9939117731822785
2017-03-02,-1.286442169112504,-1.0538093021202972,-0.8504269829207236,-0.9976713124311357
2017-03-03,-1.2853581284338482,-1.0549362822306763,-0.8497824439734916,-0.9939570446866357
2017-03-06,-1.289012523863075,-1.057585294034761,-0.8499953221711141,-0.9959500967471578
2017-03-07,-1.2896719521003508,-1.0519067345882707,-0.8515445976877217,-0.9951347258511258
2017-03-08,-1.2846651916243912,-1.048262500974634,-0.8525616692513128,-0.9974901572969066
2017-03-09,-1.2818712758655275,-1.0421156412623227,-0.8537265696069906,-0.9989396748379411
2017-03-10,-1.2824747712189588,-1.0368907546770698,-0.854442079232044,-0.9968560106519042
2017-03-13,-1.280094383640957,-1.0322512992538813,-0.8529756000199077,-0.9965842433921603
2017-03-14,-1.282396584550536,-1.0303047378485275,-0.8459802258597937,-0.9975354288012638
